Date,Visitor/Neutral,PTS_1,Home/Neutral,PTS_2,_1,_2,Attend.,Notes
"Tue, Nov 2, 1999",Orlando Magic,86,Charlotte Hornets,100,Box Score,,"17,461",
"Tue, Nov 2, 1999",Golden State Warriors,96,Dallas Mavericks,108,Box Score,,"12,848",
"Tue, Nov 2, 1999",Phoenix Suns,102,Denver Nuggets,107,Box Score,OT,"19,099",
"Tue, Nov 2, 1999",Milwaukee Bucks,98,Houston Rockets,93,Box Score,,"14,491",
"Tue, Nov 2, 1999",Seattle SuperSonics,104,Los Angeles Clippers,92,Box Score,,"17,847",
"Tue, Nov 2, 1999",Detroit Pistons,122,Miami Heat,128,Box Score,2OT,"14,623",
"Tue, Nov 2, 1999",Indiana Pacers,119,New Jersey Nets,112,Box Score,,"13,051",
"Tue, Nov 2, 1999",Cleveland Cavaliers,84,New York Knicks,92,Box Score,,"19,763",
"Tue, Nov 2, 1999",Philadelphia 76ers,76,San Antonio Spurs,89,Box Score,,"27,288",
"Tue, Nov 2, 1999",Boston Celtics,103,Toronto Raptors,90,Box Score,,"17,711",
"Tue, Nov 2, 1999",Los Angeles Lakers,91,Utah Jazz,84,Box Score,,"19,911",
"Tue, Nov 2, 1999",Portland Trail Blazers,106,Vancouver Grizzlies,86,Box Score,,"18,218",
"Tue, Nov 2, 1999",Atlanta Hawks,87,Washington Wizards,94,Box Score,,"16,038",
"Wed, Nov 3, 1999",Washington Wizards,101,Boston Celtics,112,Box Score,,"16,082",
"Wed, Nov 3, 1999",New York Knicks,84,Chicago Bulls,74,Box Score,,"22,176",
"Wed, Nov 3, 1999",New Jersey Nets,90,Cleveland Cavaliers,97,Box Score,,"16,777",
"Wed, Nov 3, 1999",Vancouver Grizzlies,88,Los Angeles Lakers,103,Box Score,,"18,997",
"Wed, Nov 3, 1999",Detroit Pistons,94,Orlando Magic,103,Box Score,,"14,253",
"Wed, Nov 3, 1999",Los Angeles Clippers,98,Portland Trail Blazers,121,Box Score,,"20,584",
"Thu, Nov 4, 1999",Milwaukee Bucks,119,Atlanta Hawks,109,Box Score,,"18,514",
